run_order,run_id,instance_id,case_id,representation,strategy_id,prompt_key,input_text,model_version,temperature,max_output_tokens,status
304,RUN-304,P05_R2_STRUCTURED,P05,R2_STRUCTURED,S1,S1,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true},""power"":{""type"":""number"",""unit"":""W"",""read"":true,""write"":false},""energy"":{""type"":""number"",""unit"":""kWh"",""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
305,RUN-305,M02_R1_NL,M02,R1_NL,S2,S2,"The device is documented as device is documented as a motion sensor while reporting a binary occupancy property and battery percentage. It exposes an occupancy-style binary signal, battery percentage.",TO_BE_SELECTED,0,128,PENDING
306,RUN-306,L03_R2_STRUCTURED,L03,R2_STRUCTURED,S3,S3,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true},""brightness"":{""type"":""integer"",""min"":0,""max"":254,""read"":true,""write"":true},""color_xy"":{""type"":""object"",""fields"":[""x"",""y""],""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
307,RUN-307,P05_R3_API_TELEMETRY,P05,R3_API_TELEMETRY,S2,S2,"get_state() -> ON|OFF
set_state(ON|OFF)
power -> number W
energy -> number kWh",TO_BE_SELECTED,0,128,PENDING
308,RUN-308,E01_R2_STRUCTURED,E01,R2_STRUCTURED,S1,S1,"{""properties"":{""temperature"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":false},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
309,RUN-309,L06_R2_STRUCTURED,L06,R2_STRUCTURED,S3,S3,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true},""brightness"":{""type"":""integer"",""min"":0,""max"":254,""read"":true,""write"":true},""color_temp"":{""type"":""number"",""unit"":""mired"",""read"":true,""write"":true},""color_xy"":{""type"":""object"",""fields"":[""x"",""y""],""read"":true,""write"":true},""color_hs"":{""type"":""object"",""fields"":[""hue"",""saturation""],""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
310,RUN-310,P02_R1_NL,P02,R1_NL,S1,S1,The device is a smart outlet where the outlet state can be switched on or off.,TO_BE_SELECTED,0,128,PENDING
311,RUN-311,M04_R1_NL,M04,R1_NL,S1,S1,"The device is documented as smart presence sensor exposing binary occupancy and battery percentage. It exposes an occupancy-style binary signal, battery percentage.",TO_BE_SELECTED,0,128,PENDING
312,RUN-312,T04_R2_STRUCTURED,T04,R2_STRUCTURED,S2,S2,"{""properties"":{""local_temperature"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":false},""occupied_heating_setpoint"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":true},""occupied_cooling_setpoint"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":true},""system_mode"":{""type"":""enum"",""values"":[""off"",""heat"",""cool"",""auto""],""read"":true,""write"":true},""fan_mode"":{""type"":""enum"",""values"":[""auto"",""low"",""medium"",""high""],""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
313,RUN-313,T02_R1_NL,T02,R1_NL,S3,S3,"The device is a thermostat that reports local_temperature, allows a temperature setpoint to be changed, exposes system_mode, and provides a separate ON/OFF state that can be read and written.",TO_BE_SELECTED,0,128,PENDING
314,RUN-314,P01_R1_NL,P01,R1_NL,S3,S3,The device is a smart outlet where the outlet state can be switched on or off.,TO_BE_SELECTED,0,128,PENDING
315,RUN-315,M03_R2_STRUCTURED,M03,R2_STRUCTURED,S1,S1,"{""description"":""Motion sensor"",""properties"":{""occupancy"":{""type"":""boolean"",""read"":true,""write"":false},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
316,RUN-316,P03_R3_API_TELEMETRY,P03,R3_API_TELEMETRY,S3,S3,"get_state() -> ON|OFF
set_state(ON|OFF)
power -> number W
energy -> number kWh",TO_BE_SELECTED,0,128,PENDING
317,RUN-317,M01_R2_STRUCTURED,M01,R2_STRUCTURED,S2,S2,"{""properties"":{""occupancy"":{""type"":""boolean"",""read"":true,""write"":false},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
318,RUN-318,M03_R1_NL,M03,R1_NL,S1,S1,"The device is documented as smart motion sensor using an occupancy-style binary report and exposing battery level. It exposes an occupancy-style binary signal, battery percentage.",TO_BE_SELECTED,0,128,PENDING
319,RUN-319,K01_R2_STRUCTURED,K01,R2_STRUCTURED,S2,S2,"{""properties"":{""lock_status"":{""type"":""enum"",""values"":[""locked"",""unlocked""],""read"":true,""write"":true},""unlock_door"":{""type"":""command"",""write"":true},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
320,RUN-320,T05_R2_STRUCTURED,T05,R2_STRUCTURED,S2,S2,"{""properties"":{""local_temperature"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":false},""occupied_heating_setpoint"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":true},""system_mode"":{""type"":""enum"",""values"":[""off"",""heat"",""cool"",""auto""],""read"":true,""write"":true},""fan_mode"":{""type"":""enum"",""values"":[""auto"",""low"",""medium"",""high""],""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
321,RUN-321,L03_R3_API_TELEMETRY,L03,R3_API_TELEMETRY,S2,S2,"get_state() -> ON|OFF
set_state(ON|OFF)
get_brightness() -> 0..254
set_brightness(value:0..254)
get_color_xy() -> {x,y}
set_color_xy(x,y)",TO_BE_SELECTED,0,128,PENDING
322,RUN-322,T06_R1_NL,T06,R1_NL,S2,S2,"The device exposes local_temperature, one or more writable temperature setpoints, system_mode, fan_mode.",TO_BE_SELECTED,0,128,PENDING
323,RUN-323,P03_R3_API_TELEMETRY,P03,R3_API_TELEMETRY,S1,S1,"get_state() -> ON|OFF
set_state(ON|OFF)
power -> number W
energy -> number kWh",TO_BE_SELECTED,0,128,PENDING
324,RUN-324,E06_R2_STRUCTURED,E06,R2_STRUCTURED,S2,S2,"{""properties"":{""temperature"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":false},""humidity"":{""type"":""number"",""unit"":""%"",""read"":true,""write"":false},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
